C403507
D009711
D001729
C508548
C414690
C098010
C558446
C081309
C097949
D010545
C446540
C089032
D015643
D058607
C003043
C495058
C089995
C534797
C055162
C577469
D008770
D003276
D000305
D003471
C079890
C121720
C540278
C042198
C054549
D000072
C525644
C549374
C053562
C059514
C007789
C471405
C094099
C503983
C050016
C583942
C430916
C075750
D000165
C017092
C472955
D004999
C073008
C043266
C055512
C400278
D012176
D002084
C476217
C426063
D005419
C064635
C493250
D046948
C016101
C542782
C085586
D012172
D014740
D000894
D003009
D019004
D016627
C073340
D013929
C008661
C554127
C521206
C043211
D008525
C007084
D006862
C032582
C028032
D002126
D016202
C006632
D003911
C110525
C074872
C103354
C084178
C006303
C521047
C097722
C074679
C559645
C012043
C032232
C005278
C057823
C062178
C090175
C522094
C041930
C010643
C037845
C503131
D002599
C007835
D010713
C010044
C027235
D004225
C065180
D011687
D016210
C542870
C422649
C459560
C112586
D002129
D014801
C051873
D012999
C554038
C054125
C010117
D049971
D019284
C061162
D000001
C003330
C502012
C033563
C004940
C540909
C073007
C029108
C021751
D010710
C066515
D012503
C057710
C015692
C076946
C052698
C040738
D011732
D000678
D006514
D002122
C498826
D009828
C017928
C026062
C000873
D004205
C485204
D000447
C006741
D002606
C517091
D000614
D014363
C053537
C085266
C101426
C068329
C009250
C116959
C557564
D009841
D006218
D002015
D013806
C010506
D007372
C484876
C089957
C030964
C070020
D009569
C045459
C055185
D001393
C577000
C099150
C008281
C015329
D020723
D002217
C467484
D012828
D017663
C007020
C419708
C000589335
D051523
C028325
C551177
D017371
C043435
C007834
D005363
C032640
C490727
C100946
D000079
D014451
C467566
C015230
D001101
C053915
C042560
C082309
C010852
C014396
D006838
C058218
C108606
D013481
C517975
C020332
D028441
C574751
C058504
C000595958
D007050
D014147
C020243
D019798
D010091
C047052
C090894
C033685
D000477
C523798
C048518
C066286
C079769
D013261
C427584
C010845
D020442
D002506
C067134
D011929
C043215
D008345
D014048
D013453
C090408
C060506
D014001
D012385
D014812
D000804
C445500
C010893
D011458
C036619
C085514
C111237
D019357
C017985
C464485
D018038
C025462
C056814
C005900
D013328
C001945
C054625
C525712
C019264
C066340
C579652
C015087
C068538
C014794
C529350
D001095
C518477
C017435
C056513
D016284
D013438
C116917
C506643
C018824
C059700
D010640
C094240
C030852
D012433
D013754
D017886
D044948
C008729
C476037
D013793
C576235
D013433
C032302
C004363
D011073
C063610
C520255
D008769
C012629
D011126
C054597
C064122
C113054
C047847
C532453
C065757
C514958
D001965
C496788
C477843
C006578
C500947
C500671
D000880
C020972
C116824
D002360
C483020
C015646
D015572
D002715
D014230
C024534
C023617
D009628
C021635
D011716
D004928
C009096
C020748
D013667
C057773
C405346
D015632
D007737
C024873
C100227
C550258
C453980
C032805
D002123
D019806
C492468
D000813
C036854
D020849
C032881
C027032
C002602
C501332
C010087
C488294
C065299
D003538
C522374
D007651
C484864
D019904
C026082
C099555
D006495
C482453
C073316
D010844
C012227
C505954
C033018
C089730
D002433
D013882
C003321
D008070
C476332
C098644
C088236
C477937
C079004
C082661
D010703
C086648
C076281
C052064
C010272
C045916
D000214
D006072
C552526
D020366
C437463
C075440
C006589
C083301
C001758
C515298
C519688
D012980
D000961
C038806
C065579
C549068
D019354
C024808
C502230
C122114
C496827
C056020
C006680
D009593
D019469
D003632
C006648
C002471
C108732
D002809
C444119
C056895
D001224
C080625
C041757
C088880
C554738
C055494
C005059
C008009
C514293
D005632
D001397
C541363
D008555
C522988
C026098
C103274
D016291
C033353
C404742
D003596
C533237
C568950
C035986
D009532
C026818
C406530
D014405
D009602
C050928
C541771
D008753
C554041
C097367
C477361
D009712
C034856
C004624
D006513
D007200
C433505
C015881
C030084
D008610
C023676
C506401
C038773
D000324
D002251
C027979
C084813
C464532
C052991
D011094
C507564
C013095
C041626
C052018
C008677
C042716
C009265
D006416
C090138
C018584
C551397
C053907
D005708
D000662
C022176
D019796
C008970
C020528
C038983
D004147
C057858
C031662
D013662
C038958
C101278
C495711
C074411
C109183
D010425
D016376
D013331
D004456
D013449
C518955
C013638
C553657
C057693
C034130
C407360
D000244
D006711
C044563
C474071
C011164
C120227
C492919
C004532
D014226
C419963
C038905
D011888
C015423
C005200
C401121
C097921
D020155
C057921
C074677
D015120
C579022
C025314
C442442
C529597
C578267
C111212
C013006
C001958
C014026
C060142
C570438
C029424
C011959
D053607
C077240
C061137
C025703
D014612
C041125
C531082
C050592
C007350
D013755
C088327
C579035
C573971
D009993
C514242
C004944
D013889
C036944
C036454
D014701
C107601
C522668
C019531
D001312
C500220
C005010
C025953
C046637
D002712
C035055
D014274
C572449
C086816
D019301
C528271
D003976
C066902
C485817
C089742
C107773
D019783
C533973
C094299
C032785
C033016
C121707
C048849
C035933
C073248
C119467
C067430
D020066
C072630
C009799
C535237
D010402
D019794
D048588
D054392
C546512
D015289
D015080
C105834
C078040
C499379
C483858
C519882
C052337
C541444
C009271
C046283
C439829
C022189
C072194
C014168
C551428
C050637
C005445
C453962
D014443
C010564
C087958
C574749
D050822
C059613
C036089
D008697
D011063
C039599
D007608
C037293
C031049
D017315
C025583
C058219
C423915
C473478
D019810
C056493
C034244
C112695
C100248
D009561
C056590
C522781
C121112
D016686
C040918
C066382
D011285
C034814
D019346
D000872
D063388
C046122
D006108
C104648
C019529
D055435
C117155
D010113
D000432
C025087
C005274
C586842
C013216
C417427
C578069
C490152
C006667
C507699
C080436
C019357
C493249
C102343
C023359
C094049
C546115
C110845
C013616
C490728
C436748
C575870
D005229
C097933
C079286
C037032
D011078
C101598
C470086
C053839
C032208
C557875
C003223
C541917
C533978
C109496
D004390
C518174
C093336
D001608
C503158
C016914
C023850
C064769
C084623
D006581
D007631
C057262
C501362
C010770
C091753
C081330
C417557
D000644
C023489
C010655
C512527
C001770
C518915
C045125
C004955
C120158
C001920
D000658
D011727
D014970
D030421
C503781
C541280
C008692
C588260
C026485
C014085
C410924
C497722
C000541
C043077
C074031
C048962
C084555
C465279
C073266
C015001
C019179
C005312
C080669
C550722
C116408
C477819
D012906
C487388
C036216
C103117
D011166
C020903
C538724
D010654
C528970
C585120
C062422
C005498
C108700
C554548
D006873
C030985
C558259
C055382
C054360
C040488
C062701
C438268
C557525
C039900
D012721
C522973
C005802
C480540
C408153
D013758
C074625
C017501
C017218
C431888
C061432
D003504
C052450
C477246
D020160
C026116
C052087
C524632
C581750
C532601
C557899
C534068
C003466
C542783
D005669
C022870
D020058
C580820
D005942
C120851
C007628
C105171
C097396
D009647
C017610
D010269
C526278
C544092
C067110
C030583
C084136
D012294
C097897
C020978
D004131
D005688
C010086
D006856
D013134
C018273
C038731
C472750
D013755
D020097
C059950
C071362
D002518
C007229
D011743
C009288
C506614
D020959
C402833
C009172
D006418
C104586
D002788
D004144
D020875
C538828
C004681
C009079
C050142
C425231
C498045
C012036
C000600493
D005230
C048436
D004096
C093973
C000596361
C494040
D003957
D000171
C036617
D010665
C056595
C034930
C005756
C108373
C424962
C000595153
C066229
C568714
C063834
C518914
D003374
C001258
C027870
C001002
C516833
D011809
D019331
C498052
C518129
C012071
C091921
C422270
C437846
C447082
C519901
C022801
C030851
C552334
C034516
C072547
C019417
C491685
C490492
C052629
C072829
D013722
C000702
D011722
C045325
C001470
C056017
D015759
C012042
D011524
C000589982
C031875
C096484
C445979
D044947
C534713
C057531
C545120
C082408
D005164
C100221
C005806
D002515
C023717
D012603
C021730
C056793
D000227
C500894
C080296
C497816
C414320
C585405
C025425
C040798
C084899
D000929
C102351
D011560
C022777
C551661
C000592021
C111716
C529375
C112689
C034028
D001548
C115461
D015224
C030614
D015773
C014308
C492953
C000600714
D015121
C581157
C027576
C499879
C543746
C010835
D004230
C457499
C069665
C017364
D012294
C059571
C051521
D009240
C045313
C511534
D010165
C497273
D010975
C106745
D006062
D011192
D013605
D003513
D004533
C545185
C024894
C014674
C024376
C511404
C009732
C431585
C025473
C045856
D007811
C031719
D011745
C058179
D054439
C045504
C037283
C115284
D005650
C066075
C080430
C059498
C047722
C004500
D019256
C092373
C011700
C042235
D000114
D013308
C049639
C514020
C492445
D000143
C102768
D024482
C034807
C110629
C030159
C027245
C015772
D012976
D013854
D020367
D000530
C423582
C079020
D002272
C008282
C004986
C065566
C588336
C076356
C007076
D011447
C009043
C005928
D016590
C101044
C020918
C485991
C048980
C063430
C028670
C062500
C576501
C118296
C577143
D014971
C063524
C052853
D019345
C521270
C576940
C010152
D002807
C051446
C079988
C545732
D011136
C072936
D001498
C035874
C097591
C092702
C007112
C055172
C027185
D009580
C014153
C532162
C068035
C473959
D005278
C009846
C492458
C060049
D002112
D004187
C559897
D000120
C069741
C093922
D009496
D010755
C422326
C028178
C041942
C016713
C410767
C411955
C042101
C405204
D062907
C445122
C484278
C485043
C530645
C100106
C543401
C040527
C009907
C472787
D012633
C106246
C409214
D000096
D008244
C015854
D015112
C004832
C053595
D011279
C505653
C084588
C568831
C028632
C051905
D008187
C026677
C000589260
C005699
C010063
D010831
C525167
C588087
C505646
C055603
C557331
C024603
C456029
C060190
C013934
C050232
C057270
C108830
D003998
C003468
C031775
C418124
C043715
C041148
C030712
C016350
D012263
C557279
C419502
C472007
C000592521
C016347
C487773
C013276
C054113
C060571
C039004
C000592510
C046338
C576398
C558922
C413408
C049120
D008748
C475885
C015378
D003046
C031208
D015655
C022028
C057590
C069296
C041376
C023527
C118460
C110027
C571726
C061991
C415600
C525447
D001950
C024524
C004298
D017316
C502994
C006884
C029269
C003905
C042031
C071262
C014558
D008665
C097188
C576639
C037547
D010840
C100119
C573816
C040269
C078143
C476335
C028222
C073326
D019257
C533957
D017999
C497037
C555622
D013868
C120029
C052020
C100108
D017878
C054367
C522674
C042116
C098312
C052864
C050422
C017185
C515425
C069719
D037621
C000592017
D004726
C530770
C551528
C055359
C047144
C037861
C047645
D010972
C546919
C044327
C063968
D004095
C097280
C009524
C031721
C031307
C517016
C028994
D003439
C000600334
C062698
C403315
C039661
C000588783
C579555
D017879
C032787
D019087
C080828
C109289
C033435
C474173
D004083
C094161
D000640
C120871
C574454
C004480
C015409
D005466
C571852
C424427
C052143
C498978
C548956
C027652
C546417
D013501
C082137
C047768
C064142
C106876
C023885
D014364
C021080
C053347
C480543
C026978
C568345
D011692
C022826
C416837
C120149
D000809
D015127
D008062
C039123
C012647
C070941
C021151
C081137
C088196
C078796
D017260
D000181
D011462
C120489
C071609
C078973
C004528
C482020
C063007
D012103
C024262
C401312
C001318
D011075
C002752
C021967
C035847
C050851
C119642
C009865
C492572
C027820
C112654
C046659
D001085
C015697
C050795
C024892
C015330
C088464
C100204
C031760
C053241
C038949
C541987
D006388
C034534
C120519
C009139
C000594952
C115618
D010081
C051945
C449401
C417603
C027113
C525762
D006433
C030058
C051263
C522342
C552419
D014502
C009591
C003316
C407023
C061977
D010695
C058411
C092028
C007262
C022022
C088643
C005759
C423467
C513936
C000597426
C006008
C528044
C032456
D011070
D001387
C009374
C528831
C552724
C544831
C439060
C030986
D009353
C010775
C407151
D002083
C096856
D006497
D004088
C530263
C031292
D008743
D000157
C572868
C497677
C568512
C578055
C581034
C055887
C480833
C542859
C489443
D004399
D007495
C559284
C073419
D054358
C092451
D000496
C100267
C058506
C017142
C052659
C120073
D013011
C061872
C028521
D002230
C531972
C082026
C008449
C048993
C059686
D011744
C029624
C102825
C508239
C055118
C058744
C473995
C029684
C451081
C585069
D013007
D007610
C097462
D013947
C093642
C570789
C475455
C033163
C006253
D043168
C430623
C081308
C077479
C027784
C543534
D015320
D011143
C019135
D006827
C073269
C519312
C004658
C085720
D020847
C018674
C012595
C063334
D004980
C569618
C021702
C071942
C007095
C018490
C037866
C000599459
C009558
C033225
C036626
D011814
C104511
C006739
C028998
C091888
C041246
C561234
D008760
D001371
C561960
C000591226
C049816
C031800
C438846
C107558
C009674
D013853
C019215
C011907
C003800
C018279
C043243
C020806
D018501
C055425
D011354
C047342
C459179
C500528
D010716
D001554
C032368
C543949
D014814
D009533
C056625
D015122
C040033
C003769
C434457
C577569
C502418
D013107
C539419
D011564
C010238
C410216
C103850
C052736
C106526
D006719
C000599718
C087283
C013123
C499142
C516022
C515270
C006584
C021747
D008095
C031534
C506332
D002131
C028019
D015946
D005001
C023035
C431665
D005897
C104193
C044797
C057862
D010133
C041277
C482698
C583656
C055669
C100257
C500383
D014302
C437683
D009564
C029449
C038105
C571151
D010875
C043348
D057073
C558666
C006640
D000122
C413122
C051122
C085292
C060594
C003677
D010675
C446952
D011791
D007519
D015116
C093924
D017263
D002246
C119130
C051402
D002188
C077543
C571178
C030000
C047445
C006198
C045930
C061282
C553022
C011824
C574246
C068212
C487655
C031403
C488288
C475179
C088419
C076518
C025451
C572463
D014638
C054577
D000112
C037917
C042829
C043986
C038491
C488084
C528113
C005084
D010909
C009281
C099587
C048388
C487049
C501177
C011105
C425784
C110453
D010936
C027020
D003287
C009564
C052228
C550436
C020804
C400105
D011740
C520233
C060921
C067772
C100114
C518762
C004943
C433236
C406061
D011454
C112304
C085746
D004139
C058875
C002534
C411885
C575086
C045950
C417052
C507889
C035342
C116173
D008635
C093656
C523393
C029024
C008047
D000517
C054133
C442639
C045617
C038135
C050883
C008548
C530511
C527797
D018925
C040534
C493772
C522358
C030187
D015636
C107676
D000336
C024755
C571067
C528570
C028330
C518321
C050414
C102070
D003346
C520506
C084062
C400142
D002706
D015780
C095512
C414830
D006496
C487202
C054080
D002338
C550600
D013963
D004051
D012310
C097880
C002511
C031340
C472668
C534922
C059447
C106155
C007145
C543072
D005461
C043297
C031843
C002284
C017803
C035416
C043265
C076052
C059006
C465678
C013484
C402179
C005881
C530402
C533467
D015025
C036670
C011865
D010712
C088919
C106532
D003849
D046934
C000592408
D017323
C402066
C063993
C103442
C010604
C032482
D002714
D001576
C007111
C108218
C038106
C568849
D011140
C006862
C028175
C416545
C099142
C493688
C118656
C061187
D007539
C053066
C034020
C100207
C079963
C568850
C044894
C456499
C569666
C049454
C023435
C001746
C403944
C101544
D058924
C414029
C049626
C010169
D004128
C067713
C101670
D004996
C028571
D005732
D010172
C552333
D020106
C434247
C533849
C090394
C062028
C429426
C010098
C544261
C106738
D019855
C492079
C105196
C069631
C000601005
D010278
C109794
C017532
C489337
D013773
C506393
C049430
D017830
D008689
D007454
C529784
D003548
C009258
D005405
C411623
C027493
C422924
D015123
D001639
C031349
C089938
C106674
D059805
C033250
C425931
D003931
C013282
C070046
C554862
C020445
C049507
C532454
C418262
C031096
C559815
C106882
C064273
C577924
D019268
C505358
D002219
C414205
C076251
C510926
C050836
C523922
C084641
C030532
C064874
D019377
C035723
C042171
C066632
C104810
C013268
C048248
C547056
C473896
C043065
C572919
C070081
C002230
C509971
C030042
D015073
C100095
C052305
D006629
C097260
C021304
C041524
C013587
C512301
C093412
D011220
C119872
C587045
D017367
C079555
C072779
C014815
C097658
C528276
C011724
C018108
C054889
C062769
C040648
C052587
C456120
C533736
C001969
C070760
D013343
C013786
C515357
C534735
D008050
C540767
C045827
C075659
C083778
C097284
C561454
D000629
D003983
D002734
D013645
C041791
C114623
C083806
D017638
D002513
C105022
C048140
C461480
C005066
C487766
C541330
D005027
D003375
C001016
C488833
D002069
C439284
C030168
C086184
D014216
D014614
C105671
C550378
C017096
D015647
C000600233
D005677
C078281
D004441
C084683
C504718
C045749
C023666
C465018
C528969
D010416
C034140
D015084
D002867
D052998
C076557
C059141
C046215
C518399
C079117
C072115
C001329
D004052
C469787
D002308
C533794
C086083
C065762
D015124
C505531
C000599187
D008536
C558899
C020269
C034643
C052552
C044646
C104334
C050501
C068644
D005070
C556497
C016299
C493154
C453902
C035950
D009285
C403079
C002994
C542292
C016599
C118201
C034286
C120578
D010836
D009840
C552409
D012838
C002769
D000175
C051353
C577980
C050643
C116605
C029297
C083368
C487369
C477448
C448680
C558663
C552302
C054974
C001579
C073106
C433771
D044262
C090309
C530925
D008768
C422362
C000601029
C553306
C522838
D064751
C083675
C104411
C047330
C099871
C065427
C576407
C550182
C048599
C044295
C514498
C013170
D015650
C561093
D003540
C507035
C049934
C574776
C033600
D020122
D003974
D003007
C058007
D000348
D014414
C016601
C089796
C003002
C005828
C090816
C516879
D000119
C063206
C476911
C095085
C022118
C510748
C077707
C033085
C004409
C000847
C530108
C409191
D017641
C550721
C518838
C583128
C020754
C012970
C100240
C010423
C009479
C432397
C568846
C540393
C560214
C514135
C106407
C052509
C009936
C585684
C550356
C081064
C411255
D015240
C554657
C038345
C038879
D025381
D026422
C521104
C462103
C571878
C113580
C576807
D010432
C025589
C112774
D048628
C533410
C012102
C071632
D044004
C008385
C077810
C029217
C018424
C030950
C554292
C013147
D019325
C555658
C434685
C533234
D002254
C089586
C066440
C109884
C091517
C027172
C414222
C052929
C020602
C105874
C514334
C120979
C009218
C048931
D008553
D015295
C111194
C005969
C493776
C558651
C514283
C093450
C058317
D004041
C016030
C039523
C487689
C005277
C018579
C094351
C081971
C104547
C100496
C584543
C082152
C044617
C042726
C560087
C539693
D051526
D015069
C515608
C026385
C026563
C586094
C028541
C121414
C096595
C116532
C115855
C076715
C086539
C508031
C064227
D008041
C085611
C476761
C041058
C061720
C492600
C044660
C514771
C106426
C117502
C031181
C529090
C077155
C015866
C512397
C047490
C053672
C048324
C005044
D022603
C081331
C549566
C098751
D010705
C040313
D014702
C098793
C107086
C049568
C403304
C018145
C403409
C105971
C543251
C546777
C058307
C479580
C473654
C008805
C053783
C046488
C523615
C511655
C036077
C001526
C112019
C032036
C009684
D000803
C444299
D014642
C416531
C091584
C000596974
D006695
C416660
C033585
C429533
C095838
C518473
D011684
C031186
C117218
C032854
C576296
C005231
C019074
C023845
C544478
C088155
D002109
C586999
C047902
D011526
C539721
C078266
C025191
C076167
C000597465
C120234
C013418
D002698
C016063
C067635
D017261
C008230
C090942
C046888
C028337
C116439
C420352
D009581
C006633
D004071
C112144
C516355
D008746
C092985
C514351
C065700
C087411
C011269
C049115
D012524
C066851
C520139
D004026
C004777
C006821
D011886
C518273
C473473
C076113
C070063
C477642
C418563
C504058
C557213
D003897
C010914
C505036
C023055
C002754
C008876
C109602
C553963
C079049
D000438
C010925
D037741
C118397
C094503
C553360
C040421
C068564
C098657
C010945
D016257
C087181
C109763
C541449
C008378
C548140
D002264
C412383
C569361
C107494
D008456
C027744
C084773
D044005
C419983
C003001
C063302
C020724
C038845
C015502
C022871
C074011
C050253
D020109
C006757
D014501
C110772
C516441
C478099
C454647
D011609
C028562
C002550
C067113
C538949
C035932
C050563
D012428
C012122
C020946
C049853
C436624
C525733
C575430
C014552
C521273
C025145
D050111
D015638
C053759
D007293
C096012
D011107
D012265
C488724
C030299
C098009
C014416
D007093
C103849
D005668
C554954
C573973
C089739
C002614
C015912
C531151
C480175
C012183
C007133
C570806
C025541
C101345
C520022
C424723
C033681
C104129
C517414
D010590
C024098
C515148
D004286
C038805
D000607
C066998
C051309
C541789
C071191
C097672
C013785
C504233
C121465
C512801
C103788
D013994
C086242
C064849
C570634
C480579
C037689
C080580
C520164
C029010
C487112
C068567
C032175
C004511
C045584
C063155
C023623
C108557
C072774
C011566
C416677
C584204
C012457
C119093
D016604
C532429
C000596981
C077208
C052242
D003959
D006002
C005460
C015469
C568605
C078547
C067413
C020711
C092284
C078626
C083175
D008724
C057451
C557717
D006020
C037726
C002491
C058895
C406525
C041060
C036116
C010563
C086501
D017640
D020904
C524722
C418807
C402665
C030667
C051585
C047981
C001207
C049811
C551027
C041341
C054523
C433984
C059303
C063250
C001864
C487781
C012195
C404221
C423222
C034206
C078462
D008717
C040543
C066026
C060526
C001599
D004117
D014668
C501048
C082787
C028786
C116676
C406663
C120099
C558112
C552258
C509700
C050815
D005840
C008705
C046627
D004745
C003747
C012729
C464745
C075798
C037070
C550549
C516370
D008735
D000613
D001624
C103280
C030601
D013458
C040369
C022776
D017665
C058819
D006150
C505765
C583616
D004075
C029762
C097789
C049638
C021319
C048460
C061997
C073608
C101954
C058024
C088580
D007295
C061613
D003496
D007735
C039613
C032668
C518328
C010491
C012526
D001565
D044949
C009068
C072553
C011659
C076253
C024986
C053267
C479501
C552340
C040115
C548309
C001311
C006984
C570663
C574747
C437188
D000968
D014992
C078370
C422364
C106945
C065145
C046243
C075010
C066750
C405765
D001708
C061666
D007854
C495122
C558473
C105049
C077129
C002107
C475587
C020922
C517771
C005223
C000593334
D017438
C531859
D047188
D064699
C010034
C032285
C508478
C027655
C100807
C102012
D002298
C556225
C004718
C033394
C010410
D013657
C000595256
C521792
C048006
C070492
C434003
C090717
C053519
C578068
C494379
C031282
C061935
C060090
D008357
C518775
C077975
C054920
C520389
C468008
C530773
C534628
C557643
C488401
C559761
C505207
C098310
C046114
C549725
C449521
C094817
C034163
C028934
C511389
D000105
C035520
C000592454
C038518
C472349
C076994
C010210
C015357
C007318
C567989
C011686
C060492
C042123
C032149
C485838
C062865
C059048
D002329
C469818
C063471
C045257
D015060
C029876
D004227
C023888
C096898
C066806
D010853
C501899
C025484
C505405
C074080
C043037
C053442
C000228
C527551
D010095
D012862
C428064
C002997
C087963
C005095
D036563
D044503
C481982
C094621
C073944
C005452
C483032
C578687
D008752
D010664
C022944
C012546
C082246
C439285
D015040
C106592
C105311
D007051
C524188
C553817
D019355
C034818
C016152
D043169
D003633
C007409
C008363
C014024
D047348
C061097
C077144
C060893
C027078
D004918
C101943
C029065
D013013
C521787
C040810
C034912
C512248
C021096
D014476
D013891
C422648
C036893
C006791
C555517
C005575
C576396
C004471
C425328
D052243
C515166
D006893
C053400
C007164
C419162
C027703
C538783
C100058
C113759
C582924
C001209
C568644
C401341
C030051
D002393
C097661
C471998
C072429
C073333
C031388
C074528
C054724
C022909
C007368
C006863
C028513
C000294
C048577
C050408
C070736
C001789
D002351
C025391
D010743
D053772
D019807
D003102
C110702
C024504
C446504
D003534
C052518
C028473
C007639
D000116
D037341
C482292
C118180
C506514
C049855
C012541
C034384
C043636
C042354
D019830
C045305
C005557
C044868
C452139
C061316
C009689
C018381
C438206
C118279
C065600
D015054
C023710
C024070
C073331
C571460
C100038
C098468
C015660
D011113
C013690
D014051
C013173
C045384
C088649
C475474
D014112
C027600
C002659
C561429
C554430
C108518
C045761
C066688
C015462
C082828
C027513
C005218
D012997
C477523
D054378
C031563
C025256
C004506
D008676
C032710
C038839
C026659
C121153
C051113
C517826
C103231
C118855
C529765
D005200
C498077
C020176
C075391
C552150
C026308
C011329
D002218
C038823
C080945
C115717
C440193
C052075
C105488
C034904
C517803
D005678
D037201
D019811
C495475
C040476
C035638
C404391
C023342
C526287
C530878
D005985
C071738
C004919
C000594178
C062557
C015429
D013925
D054709
C568282
D010616
C010902
D015055
C005685
D003350
C063964
C404763
C054634
C561943
C055284
C065599
C042315
C025741
C034582
C040442
D015081
D042462
C018619
C000956
C024224
C066686
C520337
C054334
C034275
D004246
C009042
C027618
D009074
C584312
C119368
C028210
C095427
D007648
C074702
C588062
C000596495
C540525
C477728
C118846
C003884
C520365
C009816
D004952
C526070
C426249
C050386
C054513
D010226
C040897
C459212
C118197
C088817
C568606
C084684
D048288
C121094
D004079
D000577
C411447
C083174
C078795
C031477
C096277
C023728
C113831
C114384
C482828
C100917
C047686
C028423
D001386
C033234
C030816
C012037
C581974
D011190
C588372
C081293
D015058
C504156
C030265
C011439
C041113
D009570
C528559
C050877
D011083
C039188
C559614
C007488
C559089
C412823
C508488
C057625
C028694
D010393
D026121
C082360
C018387
D015039
C121203
C084611
C054016
C025614
C038259
C410958
C025759
C013641
C002302
C097674
C013765
D000521
C004504
C001335
C010766
C070840
C014568
C063159
C485107
C010313
D009573
C005959
C410590
C500692
C043966
C045188
D012500
C507659
C100231
C055137
D002255
D007460
C090859
D001089
C511928
C436740
C056557
C000592931
D019900
C041877
C057923
D001148
C063230
C094432
C472384
C005556
D000179
C115705
C093447
C587032
C102521
C051731
D014343
C019003
C003915
C070974
D011333
C026690
C067181
D013750
C511004
D051219
C006065
C033020
C014476
C425324
C072212
C038753
C444645
C039923
D054428
C121164
C545606
C010972
C042253
C072687
C034039
D004151
C578899
C032720
D015288
C032159
C410027
C022950
C028610
C045816
C106790
C001546
C025343
C584666
C065286
C517978
C518275
C077265
C543998
C082299
C424804
C410263
D006213
C470045
C080903
C007957
C073710
C577776
C071363
C045114
C559681
D007523
D016644
C009900
C121358
C545555
C415002
C024633
D009848
C102659
D001966
C511295
C046391
C026240
C073892
C028031
C545990
D005038
C559817
C499487
C041528
C011769
C419063
C552888
C072260
D007632
C511621
D010715
C081506
C439071
C090806
C499693
C072239
C067749
C088563
C044850
C465904
D011741
C073402
C086920
C054649
C033901
D020111
C094428
C530605
C089595
C070729
C006972
C105427
C555097
C119108
C002741
C000595455
C031818
