chebi_id	db_id
746859	DB00287
31199	DB00288
127342	DB00289
331697	DB00289
3139	DB00290
28830	DB00291
4910	DB00292
50777	DB00294
17303	DB00295
58097	DB00295
34954	DB00296
60802	DB00296
60803	DB00296
8890	DB00296
31322	DB00297
31772	DB00297
3215	DB00297
60789	DB00297
60790	DB00297
6149	DB00297
77431	DB00297
77441	DB00297
77442	DB00297
77449	DB00297
77453	DB00297
77454	DB00297
77455	DB00297
77457	DB00297
77458	DB00297
77459	DB00297
51066	DB00298
7956	DB00299
63625	DB00300
63716	DB00300
31615	DB00301
5098	DB00301
52037	DB00301
52040	DB00301
48669	DB00302
404903	DB00303
60070	DB00303
60071	DB00303
4453	DB00304
27504	DB00305
50859	DB00307
32295	DB00309
36373	DB00309
3654	DB00310
101096	DB00311
7983	DB00312
39867	DB00313
60654	DB00313
10124	DB00315
46195	DB00316
49668	DB00317
16714	DB00318
57871	DB00318
52433	DB00319
8232	DB00319
8233	DB00319
4562	DB00320
59756	DB00320
59757	DB00320
2666	DB00321
60761	DB00322
63630	DB00323
31625	DB00324
29121	DB00325
29272	DB00325
29306	DB00325
29321	DB00325
49883	DB00325
7596	DB00325
9179	DB00325
29108	DB00326
3314	DB00326
59200	DB00326
59201	DB00326
67270	DB00326
5790	DB00327
5791	DB00327
49662	DB00328
4877	DB00330
4878	DB00330
6801	DB00331
15858	DB00332
46659	DB00332
47266	DB00332
553542	DB00332
5956	DB00332
5957	DB00332
50140	DB00333
6807	DB00333
7735	DB00334
2904	DB00335
31556	DB00335
55352	DB00335
50275	DB00338
77260	DB00338
77262	DB00338
45285	DB00339
51024	DB00340
51025	DB00340
3561	DB00341
101278	DB00343
645509	DB00343
82812	DB00343
82813	DB00343
82814	DB00343
82816	DB00343
82817	DB00343
8597	DB00344
8598	DB00344
104011	DB00345
31204	DB00345
64703	DB00345
32286	DB00346
51141	DB00346
50378	DB00348
31413	DB00349
6942	DB00350
6723	DB00351
9555	DB00352
3205	DB00354
61192	DB00354
61193	DB00354
161680	DB00355
3655	DB00356
2654	DB00357
53788	DB00357
53790	DB00357
63681	DB00358
63684	DB00358
63687	DB00358
9328	DB00359
15372	DB00360
32120	DB00360
52447	DB00360
59560	DB00360
64241	DB00360
64491	DB00360
32296	DB00361
480999	DB00361
53750	DB00361
55346	DB00362
3766	DB00363
15377	DB00364
16234	DB00364
29374	DB00364
29375	DB00364
29412	DB00364
33806	DB00364
33811	DB00364
33813	DB00364
41981	DB00364
49470	DB00364
51380	DB00366
50900	DB00367
6443	DB00367
7630	DB00367
18357	DB00368
33569	DB00368
33571	DB00368
72587	DB00368
3696	DB00369
530615	DB00369
59495	DB00369
6950	DB00370
32216	DB00372
9544	DB00372
39465	DB00373
39466	DB00373
60787	DB00373
9599	DB00373
9600	DB00373
50861	DB00374
50863	DB00374
18662	DB00375
37144	DB00375
37145	DB00375
49798	DB00375
31527	DB00378
6916	DB00379
6917	DB00379
50223	DB00380
50224	DB00380
50225	DB00380
2668	DB00381
53795	DB00381
53796	DB00381
45980	DB00382
8448	DB00387
8449	DB00387
8093	DB00388
8094	DB00388
617099	DB00389
4551	DB00390
32168	DB00391
64119	DB00391
64122	DB00391
313639	DB00392
31568	DB00392
60348	DB00392
60349	DB00392
7575	DB00393
3002	DB00394
3419	DB00395
59334	DB00395
59336	DB00395
17026	DB00396
50924	DB00398
50928	DB00398
46557	DB00399
27779	DB00400
76917	DB00401
76918	DB00401
76919	DB00401
32315	DB00402
53760	DB00402
53762	DB00402
59219	DB00403
59223	DB00403
2611	DB00404
3183	DB00405
3184	DB00405
59269	DB00405
59273	DB00405
41688	DB00406
77181	DB00406
50841	DB00408
6549	DB00408
7025	DB00410
17883	DB00411
17996	DB00411
3385	DB00411
50122	DB00412
50123	DB00412
50125	DB00412
8892	DB00412
51147	DB00413
51148	DB00413
63218	DB00413
8356	DB00413
28052	DB00414
28971	DB00415
31209	DB00415
34535	DB00415
50658	DB00415
51342	DB00415
51343	DB00415
16382	DB00416
43451	DB00416
27446	DB00417
31973	DB00417
51355	DB00417
52173	DB00417
75258	DB00417
7967	DB00417
9073	DB00418
50381	DB00419
8459	DB00420
8460	DB00420
9241	DB00421
31836	DB00422
51856	DB00422
51857	DB00422
51860	DB00422
51861	DB00422
51862	DB00422
77498	DB00423
77501	DB00423
77502	DB00423
16684	DB00424
17486	DB00424
48882	DB00424
57858	DB00424
58164	DB00424
78734	DB00424
10125	DB00425
10126	DB00425
4974	DB00426
32265	DB00427
84116	DB00427
84117	DB00427
84119	DB00427
9288	DB00428
3403	DB00429
3404	DB00429
46097	DB00429
59205	DB00429
9754	DB00429
31377	DB00430
59213	DB00430
59214	DB00430
24536	DB00431
28428	DB00431
32888	DB00431
39095	DB00431
39096	DB00431
75179	DB00432
34932	DB00433
8435	DB00433
8436	DB00433
4046	DB00434
59695	DB00434
650917	DB00434
16480	DB00435
3013	DB00436
59243	DB00436
59244	DB00436
40279	DB00437
3508	DB00438
3509	DB00438
53675	DB00438
53676	DB00438
3558	DB00439
3559	DB00439
406059	DB00439
45924	DB00440
175901	DB00441
31647	DB00441
473990	DB00442
59902	DB00442
3077	DB00443
41879	DB00443
75988	DB00444
28748	DB00445
41983	DB00445
47898	DB00445
64816	DB00445
17698	DB00446
214480	DB00447
281056	DB00447
47544	DB00447
6375	DB00448
4646	DB00449
4647	DB00449
73714	DB00449
4717	DB00450
18332	DB00451
305790	DB00451
30659	DB00451
30660	DB00451
58448	DB00451
60302	DB00451
6446	DB00451
53634	DB00452
53636	DB00452
53637	DB00452
65077	DB00452
7508	DB00452
59589	DB00453
124991	DB00456
3542	DB00456
50897	DB00456
8364	DB00457
8365	DB00457
47499	DB00458
5882	DB00458
50172	DB00459
50173	DB00459
50174	DB00459
50175	DB00459
7443	DB00461
15858	DB00462
47266	DB00462
61276	DB00462
6129	DB00465
6130	DB00465
76223	DB00465
76227	DB00465
76228	DB00465
76229	DB00465
157175	DB00467
137041	DB00468
15854	DB00468
28593	DB00468
66964	DB00470
49165	DB00471
50730	DB00471
6993	DB00471
5118	DB00472
102216	DB00474
60792	DB00474
6834	DB00474
3611	DB00475
3612	DB00475
31526	DB00476
36795	DB00476
36796	DB00476
36797	DB00476
36806	DB00476
36808	DB00476
3647	DB00477
3649	DB00477
2637	DB00479
2638	DB00479
84739	DB00479
63791	DB00480
50740	DB00481
8772	DB00481
41423	DB00482
16382	DB00483
43451	DB00483
3175	DB00484
51157	DB00484
34691	DB00485
4511	DB00485
52017	DB00485
52019	DB00485
50194	DB00487
50199	DB00487
24564	DB00488
63622	DB00489
63647	DB00489
9207	DB00489
3223	DB00490
3224	DB00490
5163	DB00492
5164	DB00492
59125	DB00492
204928	DB00493
3498	DB00493
53670	DB00493
4798	DB00494
10110	DB00495
31455	DB00496
391960	DB00496
7852	DB00497
7859	DB00497
8066	DB00498
5132	DB00499
71941	DB00500
72014	DB00500
72213	DB00500
9619	DB00500
3699	DB00501
50362	DB00501
5613	DB00502
45409	DB00503
9701	DB00505
9702	DB00505
9703	DB00505
9704	DB00505
9711	DB00508
9712	DB00508
18332	DB00509
305790	DB00509
30659	DB00509
30660	DB00509
58448	DB00509
60302	DB00509
6446	DB00509
53773	DB00511
28001	DB00512
76842	DB00512
16586	DB00513
32396	DB00513
57826	DB00513
4470	DB00514
17883	DB00515
17996	DB00515
29337	DB00515
49836	DB00515
15377	DB00516
16234	DB00516
25805	DB00516
28984	DB00516
29194	DB00516
29374	DB00516
29375	DB00516
29412	DB00516
30563	DB00516
33629	DB00516
33806	DB00516
33811	DB00516
33813	DB00516
33815	DB00516
33818	DB00516
33819	DB00516
36932	DB00516
36933	DB00516
37968	DB00516
37969	DB00516
37970	DB00516
41981	DB00516
15858	DB00517
2739	DB00517
47266	DB00517
16664	DB00518
474180	DB00520
59900	DB00520
3437	DB00521
3438	DB00521
61202	DB00521
31263	DB00522
15036	DB00523
15367	DB00523
26536	DB00523
35291	DB00523
46856	DB00523
50648	DB00523
6067	DB00523
78630	DB00523
64354	DB00524
9620	DB00525
16995	DB00526
30623	DB00526
46904	DB00526
49836	DB00526
247956	DB00527
59735	DB00527
127780	DB00529
141644	DB00529
60268	DB00529
60269	DB00529
114785	DB00530
53509	DB00530
4026	DB00531
4027	DB00531
8887	DB00533
17883	DB00534
17996	DB00534
59445	DB00534
59462	DB00534
3485	DB00535
30087	DB00536
42820	DB00536
100241	DB00537
31644	DB00538
49618	DB00538
9635	DB00539
7640	DB00540
28445	DB00541
3011	DB00542
2675	DB00543
46345	DB00544
251412	DB00546
691037	DB00547
48131	DB00548
78208	DB00548
10100	DB00549
8502	DB00550
27777	DB00551
49029	DB00551
18358	DB00553
8249	DB00554
6367	DB00555
31980	DB00556
31680	DB00557
5818	DB00557
5819	DB00557
50663	DB00558
31300	DB00559
51450	DB00559
149836	DB00560
31520	DB00561
59837	DB00561
59842	DB00561
59843	DB00561
681848	DB00561
3047	DB00562
44185	DB00563
50680	DB00563
50681	DB00563
3387	DB00564
2914	DB00565
2915	DB00565
3721	DB00565
64455	DB00565
64457	DB00565
63623	DB00566
3534	DB00567
3535	DB00567
59390	DB00567
59392	DB00567
31403	DB00568
29101	DB00569
31632	DB00569
61033	DB00569
61038	DB00569
27375	DB00570
9984	DB00570
51161	DB00571
8499	DB00571
8500	DB00571
8736	DB00571
16684	DB00572
17486	DB00572
48882	DB00572
57858	DB00572
58164	DB00572
78734	DB00572
5004	DB00573
5005	DB00573
5010	DB00573
60566	DB00573
439329	DB00574
5000	DB00574
521051	DB00574
59729	DB00574
59730	DB00574
3757	DB00575
46632	DB00575
9331	DB00576
35854	DB00577
3393	DB00578
34609	DB00578
51897	DB00578
63634	DB00580
6359	DB00581
79286	DB00581
10023	DB00582
11060	DB00583
16347	DB00583
17126	DB00583
3424	DB00583
39547	DB00583
51453	DB00583
4784	DB00584
4785	DB00584
7601	DB00585
47381	DB00586
48311	DB00586
126598	DB00587
31441	DB00588
31776	DB00589
51164	DB00589
4708	DB00590
4709	DB00590
31623	DB00591
28568	DB00592
4887	DB00593
60354	DB00593
60355	DB00593
2639	DB00594
2640	DB00594
84743	DB00594
84745	DB00594
27701	DB00595
31643	DB00597
37387	DB00597
37388	DB00597
41974	DB00597
49618	DB00597
6343	DB00598
102166	DB00599
61485	DB00599
9561	DB00599
34380	DB00600
63607	DB00601
63941	DB00602
63943	DB00602
6716	DB00603
3720	DB00604
9352	DB00605
31448	DB00606
51918	DB00607
51919	DB00607
7447	DB00607
7448	DB00607
3638	DB00608
39254	DB00608
48811	DB00608
50178	DB00608
4885	DB00609
6794	DB00610
6795	DB00610
3242	DB00611
3243	DB00611
3127	DB00612
3128	DB00612
2674	DB00613
50652	DB00613
5195	DB00614
45367	DB00615
3353	DB00616
4392	DB00618
59725	DB00618
31690	DB00619
45783	DB00619
9667	DB00620
7820	DB00621
5123	DB00623
17347	DB00624
42534	DB00624
119486	DB00625
35862	DB00626
15940	DB00627
32544	DB00627
3761	DB00628
3762	DB00628
59590	DB00628
59591	DB00628
2566	DB00630
2567	DB00630
50647	DB00630
681569	DB00631
31000	DB00632
31472	DB00633
4466	DB00633
48552	DB00633
48555	DB00633
48556	DB00633
48557	DB00633
63845	DB00634
63857	DB00634
63858	DB00634
9327	DB00634
8382	DB00635
3750	DB00636
2896	DB00637
3240	DB00639
3241	DB00639
59287	DB00639
59288	DB00639
59289	DB00639
59290	DB00639
61263	DB00639
16335	DB00640
45327	DB00640
46515	DB00640
9150	DB00641
63616	DB00642
63722	DB00642
63723	DB00642
63724	DB00642
6704	DB00643
5520	DB00644
4724	DB00645
4725	DB00645
7660	DB00646
51173	DB00647
51174	DB00647
51176	DB00647
51178	DB00647
51179	DB00647
77401	DB00647
8498	DB00647
63581	DB00649
15640	DB00650
57457	DB00650
63606	DB00650
65340	DB00650
4728	DB00651
59846	DB00651
59847	DB00651
16189	DB00653
18420	DB00653
26836	DB00653
32599	DB00653
45696	DB00653
6384	DB00654
17263	DB00655
9654	DB00656
9655	DB00656
18662	DB00658
37144	DB00658
37145	DB00658
51041	DB00659
51042	DB00659
51128	DB00659
77733	DB00661
77734	DB00661
77736	DB00661
77737	DB00661
77739	DB00661
77741	DB00661
27796	DB00662
31620	DB00663
7573	DB00665
18295	DB00667
18367	DB00667
26078	DB00667
39745	DB00667
43474	DB00667
51193	DB00667
58432	DB00667
28918	DB00668
33568	DB00668
40751	DB00668
6213	DB00668
71406	DB00668
10650	DB00669
64359	DB00669
64364	DB00669
32014	DB00670
8247	DB00670
472657	DB00671
3650	DB00672
499361	DB00673
42944	DB00674
41774	DB00675
9397	DB00675
41237	DB00676
17941	DB00677
6541	DB00678
48566	DB00679
9566	DB00679
60937	DB00680
6997	DB00680
2682	DB00681
10033	DB00682
10034	DB00682
32301	DB00682
50393	DB00682
28864	DB00684
73678	DB00684
77568	DB00685
77569	DB00685
9763	DB00685
50885	DB00687
8764	DB00688
34613	DB00689
8081	DB00692
31624	DB00693
41977	DB00694
64677	DB00694
47426	DB00695
64318	DB00696
63629	DB00697
71415	DB00698
31547	DB00700
40050	DB00701
7465	DB00704
119573	DB00705
4379	DB00705
9398	DB00706
9399	DB00706
9316	DB00708
63577	DB00709
38666	DB00712
42446	DB00712
5130	DB00712
52132	DB00713
52134	DB00713
7809	DB00713
7810	DB00713
31228	DB00714
48538	DB00714
64194	DB00715
64197	DB00715
7936	DB00715
51029	DB00716
51030	DB00716
7492	DB00716
7493	DB00716
7627	DB00717
2946	DB00719
2947	DB00719
110423	DB00720
59585	DB00720
59586	DB00720
59587	DB00720
52154	DB00721
52160	DB00721
8430	DB00721
43755	DB00722
6503	DB00722
36704	DB00724
15858	DB00725
47266	DB00725
50373	DB00725
35030	DB00726
9738	DB00726
28787	DB00727
8884	DB00728
8885	DB00728
17760	DB00729
58261	DB00729
59782	DB00729
45979	DB00730
31897	DB00731
2914	DB00732
2915	DB00732
3721	DB00732
32038	DB00733
50240	DB00733
8354	DB00733
8355	DB00733
8871	DB00734
7451	DB00735
50275	DB00736
77260	DB00736
77262	DB00736
45081	DB00738
64383	DB00738
7977	DB00738
34789	DB00739
52059	DB00739
5683	DB00739
17650	DB00741
16813	DB00742
16899	DB00742
17459	DB00742
17924	DB00742
18202	DB00742
28789	DB00742
38030	DB00742
49618	DB00743
59732	DB00743
10112	DB00744
77585	DB00745
77590	DB00745
77591	DB00745
31460	DB00746
4356	DB00746
16794	DB00747
61269	DB00747
61271	DB00747
61272	DB00747
31353	DB00748
3398	DB00748
59328	DB00748
59329	DB00748
59330	DB00748
4909	DB00749
60370	DB00749
60371	DB00749
32053	DB00750
8404	DB00750
51032	DB00751
51035	DB00751
51036	DB00751
51037	DB00751
6015	DB00753
4888	DB00754
60359	DB00754
60360	DB00754
15036	DB00755
15367	DB00755
26536	DB00755
35291	DB00755
46856	DB00755
50648	DB00755
6067	DB00755
78630	DB00755
5693	DB00756
3759	DB00758
37941	DB00758
27902	DB00759
71392	DB00759
77932	DB00759
43968	DB00760
6770	DB00760
17883	DB00761
17996	DB00761
29103	DB00761
32588	DB00761
50673	DB00763
6970	DB00764
6912	DB00765
487869	DB00766
48947	DB00766
27662	DB00767
36381	DB00767
36382	DB00767
50851	DB00769
50854	DB00769
15544	DB00770
57397	DB00770
3743	DB00771
3744	DB00771
6651	DB00772
4911	DB00773
9605	DB00775
9606	DB00775
7824	DB00776
8491	DB00777
8492	DB00777
32109	DB00778
48844	DB00778
48935	DB00778
100147	DB00779
62070	DB00779
8309	DB00781
16469	DB00783
17160	DB00783
23965	DB00783
6717	DB00784
50662	DB00786
2453	DB00787
59527	DB00788
7476	DB00788
31797	DB00789
35739	DB00789
35745	DB00789
35752	DB00789
35760	DB00789
35762	DB00789
35764	DB00789
49618	DB00789
59732	DB00789
77655	DB00790
78000	DB00790
8024	DB00790
8025	DB00790
9884	DB00791
8412	DB00794
9334	DB00795
3347	DB00796
28502	DB00797
27412	DB00798
32184	DB00799
5002	DB00800
2569	DB00802
4514	DB00804
4515	DB00804
51038	DB00805
51040	DB00805
5893	DB00808
3112	DB00810
59171	DB00810
63580	DB00811
48574	DB00812
119915	DB00813
31602	DB00813
6741	DB00814
23872	DB00815
29101	DB00815
45599	DB00815
8984	DB00815
83329	DB00816
83330	DB00816
83331	DB00816
83333	DB00816
83337	DB00816
83338	DB00816
83340	DB00816
44915	DB00818
27690	DB00819
71940	DB00820
364453	DB00821
59206	DB00821
59207	DB00821
4659	DB00822
31580	DB00823
126237	DB00824
15402	DB00825
15409	DB00825
18451	DB00825
25187	DB00825
76306	DB00825
3716	DB00827
28915	DB00828
62247	DB00828
62419	DB00828
49575	DB00829
8067	DB00830
32259	DB00831
45951	DB00831
9710	DB00831
3478	DB00833
50692	DB00834
3183	DB00835
3184	DB00835
59269	DB00835
59273	DB00835
6532	DB00836
59582	DB00838
9613	DB00839
4670	DB00841
4671	DB00841
59804	DB00841
59805	DB00841
7823	DB00842
4696	DB00843
53289	DB00843
53290	DB00843
53292	DB00843
7454	DB00844
7455	DB00844
3749	DB00845
17141	DB00847
50386	DB00847
58029	DB00847
6432	DB00848
77278	DB00848
77282	DB00848
6758	DB00849
34912	DB00850
8028	DB00850
4305	DB00851
15407	DB00852
51209	DB00852
57295	DB00852
72564	DB00853
29133	DB00854
12109	DB00855
17549	DB00855
356416	DB00855
3642	DB00856
59479	DB00856
59480	DB00856
77614	DB00857
77615	DB00857
9448	DB00857
34838	DB00858
50868	DB00859
50869	DB00859
7959	DB00859
8378	DB00860
39669	DB00861
46295	DB00862
8776	DB00863
8777	DB00863
61049	DB00864
61057	DB00864
3044	DB00865
59169	DB00865
31191	DB00866
51211	DB00866
3032	DB00868
4702	DB00869
4703	DB00869
9362	DB00870
9449	DB00871
31430	DB00872
681850	DB00872
50848	DB00873
5121	DB00875
4814	DB00876
48409	DB00876
9168	DB00877
3614	DB00878
31536	DB00879
3640	DB00880
8713	DB00881
8714	DB00881
3752	DB00882
3753	DB00882
6061	DB00883
3213	DB00887
28925	DB00888
55368	DB00888
5537	DB00889
4518	DB00890
132842	DB00891
309594	DB00892
31260	DB00892
9460	DB00894
16855	DB00895
18019	DB00895
25094	DB00895
32550	DB00895
32551	DB00895
32552	DB00895
32556	DB00895
32557	DB00895
32558	DB00895
32563	DB00895
32564	DB00895
32565	DB00895
59297	DB00895
9674	DB00897
16236	DB00898
32091	DB00899
8802	DB00899
490877	DB00900
3133	DB00901
3134	DB00901
59188	DB00901
59189	DB00901
59190	DB00901
59191	DB00901
4876	DB00903
51230	DB00905
27958	DB00907
60056	DB00907
613010	DB00907
137041	DB00908
15854	DB00908
28593	DB00908
10127	DB00909
7931	DB00910
63627	DB00911
61203	DB00913
61207	DB00913
61208	DB00913
8064	DB00914
2618	DB00915
48320	DB00915
64682	DB00916
6909	DB00916
15551	DB00917
606564	DB00917
520985	DB00918
53781	DB00918
77315	DB00919
9215	DB00919
9216	DB00919
9217	DB00919
3216	DB00921
