;Side;Type;Metric;Value
178;tail;pessimistic;hits_at_1;0.013625546026222877
179;both;pessimistic;hits_at_1;0.012125782651772308
180;head;optimistic;hits_at_3;0.06246914504975946
181;tail;optimistic;hits_at_3;0.06487795909612445
182;both;optimistic;hits_at_3;0.06367355207294195
183;head;realistic;hits_at_3;0.06246914504975946
184;tail;realistic;hits_at_3;0.06487795909612445
185;both;realistic;hits_at_3;0.06367355207294195
186;head;pessimistic;hits_at_3;0.06246914504975946
187;tail;pessimistic;hits_at_3;0.06487795909612445
188;both;pessimistic;hits_at_3;0.06367355207294195
189;head;optimistic;hits_at_5;0.08825622291148162
190;tail;optimistic;hits_at_5;0.08851838359214607
191;both;optimistic;hits_at_5;0.08838730325181385
192;head;realistic;hits_at_5;0.08825622291148162
193;tail;realistic;hits_at_5;0.08851838359214607
194;both;realistic;hits_at_5;0.08838730325181385
195;head;pessimistic;hits_at_5;0.08825622291148162
196;tail;pessimistic;hits_at_5;0.08851838359214607
197;both;pessimistic;hits_at_5;0.08838730325181385
198;head;optimistic;hits_at_10;0.1349599779376466
199;tail;optimistic;hits_at_10;0.1287923925737029
200;both;optimistic;hits_at_10;0.13187618525567477
201;head;realistic;hits_at_10;0.1349599779376466
202;tail;realistic;hits_at_10;0.1287923925737029
203;both;realistic;hits_at_10;0.13187618525567477
204;head;pessimistic;hits_at_10;0.1349599779376466
205;tail;pessimistic;hits_at_10;0.1287923925737029
206;both;pessimistic;hits_at_10;0.13187618525567477
207;head;optimistic;z_hits_at_k;10178.20409177398
208;tail;optimistic;z_hits_at_k;9663.227475408734
209;both;optimistic;z_hits_at_k;14029.03673139026
210;head;realistic;z_hits_at_k;10178.20409177398
211;tail;realistic;z_hits_at_k;9663.227475408734
212;both;realistic;z_hits_at_k;14029.03673139026
213;head;pessimistic;z_hits_at_k;10178.20409177398
214;tail;pessimistic;z_hits_at_k;9663.227475408734
215;both;pessimistic;z_hits_at_k;14029.03673139026
216;head;optimistic;adjusted_hits_at_k;0.13487075374520038
217;tail;optimistic;adjusted_hits_at_k;0.1287016108496177
218;both;optimistic;adjusted_hits_at_k;0.13178618392834268
219;head;realistic;adjusted_hits_at_k;0.13487075374520038
220;tail;realistic;adjusted_hits_at_k;0.1287016108496177
221;both;realistic;adjusted_hits_at_k;0.13178618392834268
222;head;pessimistic;adjusted_hits_at_k;0.13487075374520038
223;tail;pessimistic;adjusted_hits_at_k;0.1287016108496177
224;both;pessimistic;adjusted_hits_at_k;0.13178618392834268
